515,0,2,0,0,299,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,789
0,1316,114,95,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,1620
3,12,1374,0,130,259,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893,1945
0,130,3,1923,62,0,0,0,0,0,0,0,66,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,2338
0,5,85,16,1114,5,0,238,0,0,0,0,0,99,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1617,1689
39,0,96,0,1,1571,249,393,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2694,2957
78,0,0,0,0,143,1201,2,246,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1915,2036
0,0,47,0,70,104,5,1959,472,0,0,0,0,1,0,226,480,0,0,0,0,0,0,0,0,0,0,0,3364,3761
0,0,0,0,0,212,99,275,1945,135,0,0,0,0,0,2,398,0,0,173,0,0,0,0,0,0,0,0,3239,3628
0,0,0,0,0,0,213,0,160,2354,98,0,0,0,0,0,1,0,0,121,147,0,0,0,0,0,0,0,3094,3404
0,0,0,0,0,0,0,0,0,189,3265,148,0,0,0,0,0,0,0,1,174,0,127,0,0,0,0,0,3904,4261
0,0,0,0,0,0,0,0,0,0,207,2395,0,0,0,0,0,0,0,0,2,0,151,0,0,0,0,0,2755,3015
0,0,0,187,1,0,0,0,0,0,0,0,1531,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1761,1827
0,0,0,15,101,0,0,5,0,0,0,0,22,1620,106,167,0,53,0,0,0,0,0,0,0,0,0,0,2089,2247
0,0,0,0,0,0,0,0,0,0,0,0,21,161,2229,3,0,184,0,0,0,0,0,81,20,0,0,0,2699,2895
0,0,0,0,40,0,0,140,7,0,0,0,0,65,1,1502,684,207,214,0,0,0,0,0,0,0,0,0,2860,3228
0,0,0,0,0,0,0,509,299,3,0,0,0,0,0,525,4993,10,407,262,0,393,0,0,0,0,0,0,7401,8188
0,0,0,0,0,0,0,0,0,0,0,0,0,80,106,187,14,3082,503,0,0,0,0,1,136,210,0,0,4319,4794
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,272,401,1866,2,0,233,0,0,4,178,0,166,3331,3770
0,0,0,0,0,0,0,0,177,148,8,0,0,0,0,0,174,0,1,1059,44,98,0,0,0,0,0,0,1709,1835
0,0,0,0,0,0,0,0,0,154,281,1,0,0,0,0,0,0,0,57,1681,10,70,0,0,0,0,0,2254,2361
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,186,109,2,1622,0,0,0,1,0,114,2358,2565
0,0,0,0,0,0,0,0,0,0,156,266,0,0,0,0,0,0,0,0,88,0,1567,0,0,0,0,0,2077,2177
0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,4,0,0,0,0,0,1577,82,0,12,0,1871,1929
0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,176,3,0,0,0,0,47,1168,226,70,0,1750,1847
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,168,0,0,2,0,0,201,1787,4,191,2605,2851
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,154,4,1553,0,1755,1777
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,103,0,0,0,249,0,1169,1696,1717
499,0,1,0,0,305,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,1279,102,76,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,13,1337,2,134,274,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,151,3,1867,72,0,0,0,0,0,0,0,72,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,5,78,13,1092,5,0,221,0,0,0,0,0,99,0,57,0,0,0,0,0,0,0,0,0,0,0,0,,
39,0,95,0,1,1590,235,360,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
81,0,0,0,0,160,1159,1,230,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,0,49,0,78,116,5,1949,463,0,0,0,0,1,0,250,539,0,0,0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,235,100,285,1876,131,0,0,0,0,0,3,441,0,0,174,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,212,0,158,2327,91,0,0,0,0,0,1,0,0,129,132,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,194,3238,147,0,0,0,0,0,0,0,1,173,0,120,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,198,2352,0,0,0,0,0,0,0,0,1,0,143,0,0,0,0,0,,
0,0,0,165,1,0,0,0,0,0,0,0,1530,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,0,0,12,98,0,0,5,0,0,0,0,21,1577,101,173,0,55,0,0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0,0,20,158,2144,3,0,194,0,0,0,0,0,75,20,0,0,0,,
0,0,0,0,43,0,0,138,7,0,0,0,0,69,1,1628,754,223,231,0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,524,304,4,0,0,0,0,0,618,5307,12,454,283,0,394,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,82,104,194,14,3149,513,0,0,0,0,1,129,210,0,0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,291,416,1899,2,0,219,0,0,4,175,0,136,,
0,0,0,0,0,0,0,0,156,133,0,0,0,0,0,0,181,0,1,1015,37,91,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,154,276,2,0,0,0,0,0,0,0,63,1657,0,67,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,196,109,0,1545,0,0,0,1,0,97,,
0,0,0,0,0,0,0,0,0,0,160,283,0,0,0,0,0,0,0,0,90,0,1608,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,4,0,0,0,0,0,1556,85,0,12,0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,188,3,0,0,0,0,47,1151,231,63,0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,168,0,0,3,0,0,184,1706,3,154,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,159,4,1477,0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,113,0,0,0,282,0,1130,,
495,0,2,0,0,323,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,1264,123,92,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,10,1294,7,128,264,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,123,3,1897,72,0,0,0,0,0,0,0,79,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,5,78,14,1079,5,0,240,0,0,0,0,0,102,0,64,0,0,0,0,0,0,0,0,0,0,0,0,,
36,0,98,0,2,1537,229,373,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
77,0,0,0,0,168,1141,2,244,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,0,49,0,77,112,5,1997,473,0,0,0,0,2,0,261,599,0,0,0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,222,93,301,1865,125,0,0,0,0,0,3,480,0,0,157,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,201,0,167,2343,97,0,0,0,0,0,2,0,0,127,123,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,170,3109,124,0,0,0,0,0,0,0,1,152,0,112,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,219,2314,0,0,0,0,0,0,0,0,1,0,159,0,0,0,0,0,,
0,0,0,145,2,0,0,0,0,0,0,0,1498,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,0,0,12,91,0,0,5,0,0,0,0,22,1530,95,184,0,53,0,0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0,0,23,163,2131,4,0,202,0,0,0,0,0,81,20,0,0,0,,
0,0,0,0,43,0,0,148,8,0,0,0,0,73,2,1772,872,220,240,0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,544,316,4,0,0,0,0,0,674,5519,12,454,274,0,381,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,90,109,225,17,3281,560,0,0,0,0,1,134,209,0,0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,330,401,1895,2,0,217,0,0,3,155,0,138,,
0,0,0,0,0,0,0,0,158,132,2,0,0,0,0,0,207,0,1,974,35,91,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,156,311,1,0,0,0,0,0,0,0,63,1682,0,74,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,195,104,0,1508,0,0,0,1,0,101,,
0,0,0,0,0,0,0,0,0,0,157,252,0,0,0,0,0,0,0,0,80,0,1603,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,4,0,0,0,0,0,1582,83,0,11,0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,195,4,0,0,0,0,53,1187,224,63,0,,
