20160917,16,0,533934633,826
20160917,16,0,533934721,1985
20160917,16,0,533934722,2281
20160917,16,0,533934723,3248
20160917,16,0,533934724,2440
20160917,16,0,533934731,3366
20160917,16,0,533934732,2625
20160917,16,0,533934733,3783
20160917,16,0,533934734,4410
20160917,16,0,533934743,4335
20160917,16,0,533934744,4452
20160917,16,0,533934753,3303
20160917,16,0,533934821,2343
20160917,16,0,533934822,2698
20160917,16,0,533934824,3378
20160917,16,0,533934831,1528
20160917,16,0,533934833,3527
20160917,16,0,533934834,3299
20160917,16,0,533934841,2177
20160917,16,0,533934842,2680
20160917,16,0,533934843,3321
20160917,16,0,533934851,3401
20160917,16,0,533934922,2394
20160917,16,0,533934931,2504
20160917,16,0,533934932,3354
20160917,16,0,533934933,2249
20160917,16,0,533934941,2212
20160917,16,0,533934832,4606
20160917,16,0,666666666,5255
20160917,16,100,533934633,831
20160917,16,100,533934721,1969
20160917,16,100,533934722,2333
20160917,16,100,533934723,3444
20160917,16,100,533934724,2491
20160917,16,100,533934731,3308
20160917,16,100,533934732,2676
20160917,16,100,533934733,3836
20160917,16,100,533934734,4462
20160917,16,100,533934743,4315
20160917,16,100,533934744,4419
20160917,16,100,533934753,3297
20160917,16,100,533934821,2360
20160917,16,100,533934822,2787
20160917,16,100,533934824,3476
20160917,16,100,533934831,1437
20160917,16,100,533934833,3490
20160917,16,100,533934834,3302
20160917,16,100,533934841,2149
20160917,16,100,533934842,2656
20160917,16,100,533934843,3417
20160917,16,100,533934851,3370
20160917,16,100,533934922,2455
20160917,16,100,533934931,2644
20160917,16,100,533934932,3480
20160917,16,100,533934933,2229
20160917,16,100,533934941,2202
20160917,16,100,533934832,4342
20160917,16,100,666666666,5054
20160917,16,200,533934633,897
20160917,16,200,533934721,2049
20160917,16,200,533934722,2363
20160917,16,200,533934723,3512
20160917,16,200,533934724,2537
20160917,16,200,533934731,3364
20160917,16,200,533934732,2677
20160917,16,200,533934733,3936
20160917,16,200,533934734,4501
20160917,16,200,533934743,4397
20160917,16,200,533934744,4448
20160917,16,200,533934753,3351
20160917,16,200,533934821,2386
20160917,16,200,533934822,2750
20160917,16,200,533934824,3388
20160917,16,200,533934831,1468
20160917,16,200,533934833,3524
20160917,16,200,533934834,3301
20160917,16,200,533934841,2190
20160917,16,200,533934842,2694
20160917,16,200,533934843,3516
20160917,16,200,533934851,3550
20160917,16,200,533934922,2416
20160917,16,200,533934931,2571
20160917,16,200,533934932,3419
20160917,16,200,533934933,2208
20160917,16,200,533934941,2224
20160917,16,200,533934832,4258
20160917,16,200,666666666,4980
20160917,16,300,533934633,844
20160917,16,300,533934721,1998
20160917,16,300,533934722,2347
20160917,16,300,533934723,3465
20160917,16,300,533934724,2425
20160917,16,300,533934731,3351
